rank,target,operator_as_filed,current_parent,overlap_bsls,pct_of_target_footprint,their_total_footprint_bsls,pct_of_their_footprint,overlap_their_fiber_bsls,overlap_their_cable_bsls
345,Comcast (Xfinity),"Starry, Inc.","Starry, Inc.",231,0.001,331,69.789,231,0
346,Comcast (Xfinity),"Cass Communications Management, Inc.","Cass Communications Management, Inc.",223,0.001,30811,0.724,223,0
347,Comcast (Xfinity),"On-Ramp Indiana, Inc.","On-Ramp Indiana, Inc.",223,0.001,1335,16.704,223,0
348,Comcast (Xfinity),Silo Communications,Silo Communications,208,0.001,1279,16.263,208,0
349,Comcast (Xfinity),Bristol Tennessee Essential Services,Bristol Tennessee Essential Services,196,0.001,26539,0.739,196,0
350,Comcast (Xfinity),Morristown Utility System,Morristown Utility System,195,0.001,13148,1.483,195,0
351,Comcast (Xfinity),"Alma Telecom, Inc.","Alma Telecom, Inc.",191,0.0,17893,1.067,191,0
352,Comcast (Xfinity),Tri-County Electric Cooperative,Tri-County Electric Cooperative,190,0.0,29100,0.653,190,0
353,Comcast (Xfinity),In The Stix Broadband LLC,In The Stix Broadband LLC,183,0.0,577,31.716,183,0
354,Comcast (Xfinity),"NMsurf, Inc.","NMsurf, Inc.",180,0.0,183,98.361,180,0
355,Comcast (Xfinity),"Electric Plant Board of the City of Hopkinsville, Kentucky","Electric Plant Board of the City of Hopkinsville, Kentucky",179,0.0,30955,0.578,179,0
356,Comcast (Xfinity),Chicopee Municipal Lighting Plant,Chicopee Municipal Lighting Plant,176,0.0,14430,1.22,176,0
357,Comcast (Xfinity),"James Bouse Enterprises, LLC","James Bouse Enterprises, LLC",173,0.0,6929,2.497,173,0
358,Comcast (Xfinity),Tallahatchie Valley Internet Services,Tallahatchie Valley Internet Services,173,0.0,27041,0.64,173,0
359,Comcast (Xfinity),Canby Telephone Association,Canby Telephone Association,171,0.0,10677,1.602,171,0
360,Comcast (Xfinity),Habersham Electric Membership Corporation,Habersham Electric Membership Corporation,169,0.0,32123,0.526,169,0
361,Comcast (Xfinity),"Internet Management Services, Inc.","Internet Management Services, Inc.",167,0.0,1456,11.47,167,0
362,Comcast (Xfinity),"HiCountryNet, LLC","HiCountryNet, LLC",165,0.0,401,41.147,165,0
363,Comcast (Xfinity),"High Mountain Farm, LLC","High Mountain Farm, LLC",162,0.0,1405,11.53,162,0
364,Comcast (Xfinity),"Llancunet Solutions, LLC","Llancunet Solutions, LLC",161,0.0,161,100.0,161,0
365,Comcast (Xfinity),"Simple Fiber, LLC","Simple Fiber, LLC",161,0.0,162,99.383,161,0
366,Comcast (Xfinity),Velofi LLC,Velofi LLC,153,0.0,423,36.17,153,0
367,Comcast (Xfinity),"Knightcom, Inc.","Knightcom, Inc.",153,0.0,409,37.408,153,0
368,Comcast (Xfinity),"TelAtlantic, Inc.","TelAtlantic, Inc.",152,0.0,2429,6.258,152,0
369,Comcast (Xfinity),"WiFast, LLC","WiFast, LLC",147,0.0,176,83.523,147,0
370,Comcast (Xfinity),Craig-Botetourt Electric Cooperative,Craig-Botetourt Electric Cooperative,142,0.0,1440,9.861,142,0
371,Comcast (Xfinity),"Airwave Networks, LLC","Airwave Networks, LLC",128,0.0,331,38.671,128,0
372,Comcast (Xfinity),Ace Telephone Association,Ace Telephone Association,121,0.0,30309,0.399,121,0
373,Comcast (Xfinity),Cruzio Internet,Cruzio Internet,120,0.0,123,97.561,120,0
374,Comcast (Xfinity),City of Wyandotte,City of Wyandotte,118,0.0,9876,1.195,118,118
375,Comcast (Xfinity),"NocTel Communications, Inc.","NocTel Communications, Inc.",118,0.0,685,17.226,118,0
376,Comcast (Xfinity),"DMCI Broadband, LLC","DMCI Broadband, LLC",115,0.0,2911,3.951,115,0
377,Comcast (Xfinity),Midco,Midco,108,0.0,650944,0.017,61,47
378,Comcast (Xfinity),"Claverack Communications, Inc.","Claverack Communications, Inc.",105,0.0,12100,0.868,105,0
379,Comcast (Xfinity),BreezeAir Networks LLC,BreezeAir Networks LLC,105,0.0,689,15.239,105,0
380,Comcast (Xfinity),Happy Cycling LLC,Happy Cycling LLC,98,0.0,98,100.0,98,0
381,Comcast (Xfinity),Chapin Communications Corporation,Chapin Communications Corporation,98,0.0,2876,3.408,98,0
382,Comcast (Xfinity),"Block Communications, Inc.","Block Communications, Inc.",97,0.0,326208,0.03,39,67
383,Comcast (Xfinity),"Franklin Telephone Co., Inc.","Franklin Telephone Co., Inc.",96,0.0,902,10.643,96,0
384,Comcast (Xfinity),"Enlightened by Woodruff Electric, LLC","Enlightened by Woodruff Electric, LLC",96,0.0,7890,1.217,96,0
385,Comcast (Xfinity),VITALink LLC,VITALink LLC,92,0.0,7076,1.3,92,0
386,Comcast (Xfinity),Pear Networks LLC,Pear Networks LLC,85,0.0,1619,5.25,85,0
387,Comcast (Xfinity),Newaygo County Regional Educational Service Agency,Newaygo County Regional Educational Service Agency,81,0.0,407,19.902,81,0
388,Comcast (Xfinity),LaGrange County Rural Membership Corporation,LaGrange County Rural Membership Corporation,79,0.0,10582,0.747,79,0
389,Comcast (Xfinity),Getwireless.net,Getwireless.net,78,0.0,83,93.976,78,0
390,Comcast (Xfinity),"Eastern Indiana WIFI, Inc.","Eastern Indiana WIFI, Inc.",77,0.0,77,100.0,77,0
391,Comcast (Xfinity),"SVE Connect, LLC","SVE Connect, LLC",72,0.0,12732,0.566,72,0
392,Comcast (Xfinity),DayStarr LLC,DayStarr LLC,67,0.0,12347,0.543,67,0
393,Comcast (Xfinity),"Arvig Enterprises, Inc.","Arvig Enterprises, Inc.",66,0.0,86237,0.077,66,0
394,Comcast (Xfinity),Lennon Telephone Company,Lennon Telephone Company,64,0.0,4377,1.462,0,64
395,Comcast (Xfinity),"FastTrack Communications, Inc.","FastTrack Communications, Inc.",62,0.0,509,12.181,62,0
396,Comcast (Xfinity),Deerfield Valley Communications Union District,Deerfield Valley Communications Union District,61,0.0,2700,2.259,61,0
397,Comcast (Xfinity),Los Altos Hills Community Fiber,Los Altos Hills Community Fiber,59,0.0,68,86.765,59,0
398,Comcast (Xfinity),Somerfield Cable TV,Somerfield Cable TV,57,0.0,932,6.116,0,57
399,Comcast (Xfinity),Pathfinder LLC,Pathfinder LLC,57,0.0,156,36.538,57,0
400,Comcast (Xfinity),ClearPath Fiber LLC,ClearPath Fiber LLC,53,0.0,737,7.191,53,0
401,Comcast (Xfinity),ZMP Holding Company,ZMP Holding Company,50,0.0,587,8.518,50,0
402,Comcast (Xfinity),"ATN International, Inc.","ATN International, Inc.",50,0.0,41780,0.12,50,0
403,Comcast (Xfinity),"Southeastern Services, Inc.","Southeastern Services, Inc.",50,0.0,80,62.5,50,0
404,Comcast (Xfinity),Haywire,Haywire,47,0.0,136,34.559,47,0
405,Comcast (Xfinity),Lyme Fiber LLC,Lyme Fiber LLC,46,0.0,1051,4.377,46,0
406,Comcast (Xfinity),"Mansfield Community Fiber, Inc.","Mansfield Community Fiber, Inc.",43,0.0,1691,2.543,43,0
407,Comcast (Xfinity),Us New Era Internet Corp.,Us New Era Internet Corp.,42,0.0,43,97.674,42,0
408,Comcast (Xfinity),The North-Eastern Pennsylvania Telephone Company,The North-Eastern Pennsylvania Telephone Company,42,0.0,15588,0.269,42,0
409,Comcast (Xfinity),"Myakka Communications, Inc.","Myakka Communications, Inc.",39,0.0,4950,0.788,39,0
410,Comcast (Xfinity),Skyline Telephone Membership Corporation,Skyline Telephone Membership Corporation,38,0.0,60122,0.063,38,0
411,Comcast (Xfinity),"Planet Networks, Inc.","Planet Networks, Inc.",35,0.0,52084,0.067,35,0
412,Comcast (Xfinity),Gearheart Communications,Gearheart Communications,34,0.0,36819,0.092,0,34
413,Comcast (Xfinity),CG Computer Works LLC,CG Computer Works LLC,33,0.0,22621,0.146,33,0
414,Comcast (Xfinity),"Northeast Communications of Wisconsin, Inc.","Northeast Communications of Wisconsin, Inc.",31,0.0,10491,0.295,31,0
415,Comcast (Xfinity),"Michwave Technologies, Inc.","Michwave Technologies, Inc.",29,0.0,491,5.906,29,0
416,Comcast (Xfinity),"Southeast MN Wifi, LLC","Southeast MN Wifi, LLC",23,0.0,1199,1.918,23,0
417,Comcast (Xfinity),Nevada County Fiber Inc.,Nevada County Fiber Inc.,22,0.0,309,7.12,22,0
418,Comcast (Xfinity),"Ogden Communications, Inc.","Ogden Communications, Inc.",22,0.0,543,4.052,22,0
419,Comcast (Xfinity),"Montgomery County, Maryland","Montgomery County, Maryland",22,0.0,22,100.0,22,0
420,Comcast (Xfinity),"TecInfo Communications, LLC","TecInfo Communications, LLC",21,0.0,4369,0.481,21,0
421,Comcast (Xfinity),"Albion Telephone Company, Inc.","Albion Telephone Company, Inc.",21,0.0,5551,0.378,21,0
422,Comcast (Xfinity),OpenCape Corporation,OpenCape Corporation,20,0.0,20,100.0,20,0
423,Comcast (Xfinity),"Tel-Star Cablevision, Inc.","Tel-Star Cablevision, Inc.",17,0.0,5501,0.309,0,17
424,Comcast (Xfinity),OGC Fiber Networks Lago Mar,OGC Fiber Networks Lago Mar,17,0.0,27,62.963,17,0
425,Comcast (Xfinity),"Eastern Shore Communications, LLC","Eastern Shore Communications, LLC",16,0.0,1945,0.823,16,0
426,Comcast (Xfinity),"Fatbeam Holdings, LLC","Fatbeam Holdings, LLC",16,0.0,16958,0.094,16,0
427,Comcast (Xfinity),Fusion Networks,Fusion Networks,16,0.0,16,100.0,16,0
428,Comcast (Xfinity),Easton Utilities Commission,Easton Utilities Commission,16,0.0,11698,0.137,12,4
429,Comcast (Xfinity),"Etheric Communications, LLC.","Etheric Communications, LLC.",15,0.0,15,100.0,15,0
430,Comcast (Xfinity),"Springcom, Inc.","Springcom, Inc.",14,0.0,2101,0.666,14,14
431,Comcast (Xfinity),Raymond Mazeika,Raymond Mazeika,13,0.0,16,81.25,13,0
432,Comcast (Xfinity),Volcano Communications Company,Volcano Communications Company,13,0.0,6319,0.206,13,0
433,Comcast (Xfinity),"Farmers Telecommunications Cooperative, Inc.","Farmers Telecommunications Cooperative, Inc.",12,0.0,38365,0.031,12,0
434,Comcast (Xfinity),"Consolidated Smart Broadband Systems, LLC","Consolidated Smart Broadband Systems, LLC",11,0.0,83,13.253,7,4
435,Comcast (Xfinity),Alpha Technologies Inc.,Alpha Technologies Inc.,10,0.0,32,31.25,10,0
436,Comcast (Xfinity),Craighead Elecric Cooperative Corporation,Craighead Elecric Cooperative Corporation,10,0.0,29472,0.034,10,0
437,Comcast (Xfinity),"CableSouth Media III, LLC","CableSouth Media III, LLC",9,0.0,119756,0.008,1,8
438,Comcast (Xfinity),Tri-County Rural Electric Cooperative,Tri-County Rural Electric Cooperative,9,0.0,18971,0.047,9,0
439,Comcast (Xfinity),CDE Lightband,CDE Lightband,9,0.0,68828,0.013,9,0
440,Comcast (Xfinity),Inyo Networks Inc.,Inyo Networks Inc.,9,0.0,6146,0.146,9,0
441,Comcast (Xfinity),"MiFiber Holding, LLC","MiFiber Holding, LLC",8,0.0,6131,0.13,8,0
442,Comcast (Xfinity),Jo-Carroll Electric Cooperative Inc.,Jo-Carroll Electric Cooperative Inc.,8,0.0,25878,0.031,8,0
443,Comcast (Xfinity),"Aervivo, Inc.","Aervivo, Inc.",8,0.0,9,88.889,8,0
444,Comcast (Xfinity),ICS Advanced Technologies,ICS Advanced Technologies,8,0.0,252,3.175,8,0
445,Comcast (Xfinity),"D and B Broadband, LLC","D and B Broadband, LLC",7,0.0,9,77.778,7,0
446,Comcast (Xfinity),"SkyNet360, LLC","SkyNet360, LLC",6,0.0,6,100.0,6,0
447,Comcast (Xfinity),"Ligonier Telephone Co., Inc.","Ligonier Telephone Co., Inc.",6,0.0,19165,0.031,6,0
448,Comcast (Xfinity),"Jackson Broadband, Inc.","Jackson Broadband, Inc.",6,0.0,823,0.729,4,2
449,Comcast (Xfinity),"Tombigbee Electric Cooperative, Inc.","Tombigbee Electric Cooperative, Inc.",5,0.0,49873,0.01,5,0
450,Comcast (Xfinity),Alma Communications Company,Alma Communications Company,5,0.0,383,1.305,5,0
451,Comcast (Xfinity),"Diverse Power, Inc.","Diverse Power, Inc.",5,0.0,5364,0.093,5,0
452,Comcast (Xfinity),"East Creek Networks, LLC","East Creek Networks, LLC",5,0.0,5,100.0,5,0
453,Comcast (Xfinity),SkyRider Communications LLC,SkyRider Communications LLC,5,0.0,1604,0.312,5,0
454,Comcast (Xfinity),Arrive Internet,Arrive Internet,5,0.0,2611,0.191,5,0
455,Comcast (Xfinity),"Wellcom Technologies Highlands, LP","Wellcom Technologies Highlands, LP",5,0.0,853,0.586,5,0
456,Comcast (Xfinity),Litebridge LLC,Litebridge LLC,4,0.0,175,2.286,4,0
457,Comcast (Xfinity),"Electric Plant Board of the City of Glasgow, KY","Electric Plant Board of the City of Glasgow, KY",4,0.0,7788,0.051,0,4
458,Comcast (Xfinity),"IBT Group USA, LLC","IBT Group USA, LLC",4,0.0,4,100.0,4,0
459,Comcast (Xfinity),"Generate-Ubiquity Holdings, LLC","Generate-Ubiquity Holdings, LLC",4,0.0,179727,0.002,4,0
460,Comcast (Xfinity),"9Stone, LLC","9Stone, LLC",4,0.0,10,40.0,4,0
461,Comcast (Xfinity),"CalNeva Broadband, LLC","CalNeva Broadband, LLC",4,0.0,5507,0.073,0,4
462,Comcast (Xfinity),Beaver Valley Cable Company,Beaver Valley Cable Company,4,0.0,2122,0.189,0,4
463,Comcast (Xfinity),"Ragland Telephone Co., Inc.","Ragland Telephone Co., Inc.",3,0.0,1151,0.261,3,0
464,Comcast (Xfinity),"Velocity Communications, Inc. (WA)","Velocity Communications, Inc. (WA)",3,0.0,61,4.918,3,0
465,Comcast (Xfinity),"Xiber, LLC","Xiber, LLC",3,0.0,8,37.5,3,0
466,Comcast (Xfinity),"DSI Management Holdings, LLC","DSI Management Holdings, LLC",3,0.0,252,1.19,3,0
467,Comcast (Xfinity),Northwest Open Access Network,Northwest Open Access Network,3,0.0,2440,0.123,3,0
468,Comcast (Xfinity),Aristotle Unified Communications Inc.,Aristotle Unified Communications Inc.,3,0.0,1319,0.227,3,0
469,Comcast (Xfinity),"KC Web, Inc.","KC Web, Inc.",3,0.0,7,42.857,3,0
470,Comcast (Xfinity),"Bulloch County Rural Telephone Cooperative, Inc.","Bulloch County Rural Telephone Cooperative, Inc.",3,0.0,17833,0.017,3,0
471,Comcast (Xfinity),Nelson County Cablevision Corp.,Nelson County Cablevision Corp.,3,0.0,3173,0.095,3,0
472,Comcast (Xfinity),iWiSP LLC,iWiSP LLC,3,0.0,1910,0.157,3,0
473,Comcast (Xfinity),Ayva Limited,Ayva Limited,3,0.0,19,15.789,3,0
474,Comcast (Xfinity),Tishomingo County Electric Power Association,Tishomingo County Electric Power Association,3,0.0,12107,0.025,3,0
475,Comcast (Xfinity),"Taluslink, LLC","Taluslink, LLC",3,0.0,3,100.0,3,0
476,Comcast (Xfinity),"City of Marshall, Michigan","City of Marshall, Michigan",3,0.0,2745,0.109,3,0
477,Comcast (Xfinity),City of Greenfield,City of Greenfield,3,0.0,3,100.0,3,0
478,Comcast (Xfinity),"yondoo Broadband, LLC","yondoo Broadband, LLC",2,0.0,2951,0.068,0,2
479,Comcast (Xfinity),1 Point Communications,1 Point Communications,2,0.0,14,14.286,2,0
480,Comcast (Xfinity),"Hawk Networks, Inc.","Hawk Networks, Inc.",2,0.0,2,100.0,0,2
481,Comcast (Xfinity),Bledsoe Telephone Cooperative Inc.,Bledsoe Telephone Cooperative Inc.,2,0.0,14305,0.014,2,0
482,Comcast (Xfinity),Sebago Fiber & Wifi LLC,Sebago Fiber & Wifi LLC,2,0.0,2492,0.08,2,0
483,Comcast (Xfinity),The Toledo Telephone Company,The Toledo Telephone Company,2,0.0,4844,0.041,2,0
484,Comcast (Xfinity),Gibson Electric Membership Corporation,Gibson Electric Membership Corporation,2,0.0,37411,0.005,2,0
485,Comcast (Xfinity),City of Holyoke Gas & Electric Department,City of Holyoke Gas & Electric Department,2,0.0,2,100.0,2,0
486,Comcast (Xfinity),Archtop Fiber Holdings LLC,Archtop Fiber Holdings LLC,2,0.0,24884,0.008,2,0
487,Comcast (Xfinity),Pocomoke Holdings,Pocomoke Holdings,2,0.0,230,0.87,2,0
488,Comcast (Xfinity),Bayou Cable Inc.,Bayou Cable Inc.,2,0.0,2823,0.071,0,2
489,Comcast (Xfinity),Borough of Kutztown,Borough of Kutztown,2,0.0,1653,0.121,2,0
490,Comcast (Xfinity),"Royell Communications, Inc.","Royell Communications, Inc.",2,0.0,5982,0.033,2,0
491,Comcast (Xfinity),ORI.NET LLC,ORI.NET LLC,2,0.0,2,100.0,2,0
492,Comcast (Xfinity),Aureon Network Services Inc.,Aureon Network Services Inc.,2,0.0,26,7.692,0,2
493,Comcast (Xfinity),"CresComm WiFi, LLC","CresComm WiFi, LLC",1,0.0,20,5.0,1,0
494,Comcast (Xfinity),Oak Run Associates Ltd.,Oak Run Associates Ltd.,1,0.0,4458,0.022,0,1
495,Comcast (Xfinity),"Firstlight Fiber, Inc.","Firstlight Fiber, Inc.",1,0.0,5081,0.02,1,0
496,Comcast (Xfinity),"Citizens Telephone Company of Hammond NY, Inc.","Citizens Telephone Company of Hammond NY, Inc.",1,0.0,7590,0.013,1,0
497,Comcast (Xfinity),"Progressive Rural Telephone Co-Op., Inc.","Progressive Rural Telephone Co-Op., Inc.",1,0.0,8627,0.012,1,0
498,Comcast (Xfinity),Trenton Telephone Co.,Trenton Telephone Co.,1,0.0,7792,0.013,1,0
499,Comcast (Xfinity),"Anza Electric Cooperative, Inc.","Anza Electric Cooperative, Inc.",1,0.0,2572,0.039,1,0
500,Comcast (Xfinity),Prentiss County Electric Power Association,Prentiss County Electric Power Association,1,0.0,12242,0.008,1,0
501,Comcast (Xfinity),Natchez Trace Electric Power Association,Natchez Trace Electric Power Association,1,0.0,14221,0.007,1,0
502,Comcast (Xfinity),"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA","Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA",1,0.0,23094,0.004,1,0
503,Comcast (Xfinity),"South Central Utah Telephone Association, Inc.","South Central Utah Telephone Association, Inc.",1,0.0,36185,0.003,1,0
504,Comcast (Xfinity),Inland Cellular Telephone Company,Inland Cellular Telephone Company,1,0.0,7649,0.013,1,0
505,Comcast (Xfinity),"Newmax, LLC","Newmax, LLC",1,0.0,7438,0.013,1,0
506,Comcast (Xfinity),Petit Jean Electric Cooperative Corp.,Petit Jean Electric Cooperative Corp.,1,0.0,18323,0.005,1,0
507,Comcast (Xfinity),"Decatur Holding Company, Inc.","Decatur Holding Company, Inc.",1,0.0,2982,0.034,1,0
508,Comcast (Xfinity),"MachTen, Inc.","MachTen, Inc.",1,0.0,11007,0.009,1,0
509,Comcast (Xfinity),"Schwartz Ventures, Inc.","Schwartz Ventures, Inc.",1,0.0,14242,0.007,0,1
510,Comcast (Xfinity),Town of Shrewsbury,Town of Shrewsbury,1,0.0,11033,0.009,1,1
511,Comcast (Xfinity),"Logan Telephone Cooperative, Inc.","Logan Telephone Cooperative, Inc.",1,0.0,8699,0.011,1,0
512,Comcast (Xfinity),Monroe Telephone Company,Monroe Telephone Company,1,0.0,1435,0.07,1,0
513,Comcast (Xfinity),Venus Telephone Corporation,Venus Telephone Corporation,1,0.0,1221,0.082,1,0
514,Comcast (Xfinity),"Piedmont Rural Telephone Cooperative, Inc.","Piedmont Rural Telephone Cooperative, Inc.",1,0.0,17471,0.006,1,0
515,Comcast (Xfinity),County of Orangeburg,County of Orangeburg,1,0.0,8150,0.012,1,0
516,Comcast (Xfinity),"NE Colorado Cellular, Inc.","NE Colorado Cellular, Inc.",1,0.0,905,0.11,1,0
517,Comcast (Xfinity),Nunn Telephone Company,Nunn Telephone Company,1,0.0,1147,0.087,1,0
518,Comcast (Xfinity),Orange County REMC,Orange County REMC,1,0.0,22290,0.004,1,0
519,Comcast (Xfinity),City of Auburn,City of Auburn,1,0.0,10919,0.009,1,0
520,Comcast (Xfinity),"Believe Wireless, LLC","Believe Wireless, LLC",1,0.0,1,100.0,1,0
521,Comcast (Xfinity),Jackson Energy Authority,Jackson Energy Authority,1,0.0,31207,0.003,1,0
522,Comcast (Xfinity),"Cal.net, Inc.","Cal.net, Inc.",1,0.0,103,0.971,1,0
523,Comcast (Xfinity),Tullahoma Utilities Authority,Tullahoma Utilities Authority,1,0.0,8647,0.012,1,0
524,Comcast (Xfinity),Om Networks,Om Networks,1,0.0,152,0.658,1,0
525,Comcast (Xfinity),"Clear Lake Telephone Company, Inc.","Clear Lake Telephone Company, Inc.",1,0.0,3833,0.026,1,0
