rank,target,operator_as_filed,current_parent,overlap_bsls,pct_of_target_footprint,their_total_footprint_bsls,pct_of_their_footprint,overlap_their_fiber_bsls,overlap_their_cable_bsls
515,Charter (Spectrum),Cable Co-Op,Cable Co-Op,135,0.0,2327,5.801,6,129
516,Charter (Spectrum),PCs for People,PCs for People,132,0.0,174,75.862,2,131
517,Charter (Spectrum),4ip Technology and Media LLC,4ip Technology and Media LLC,132,0.0,1364,9.677,132,0
518,Charter (Spectrum),Egyptian Telephone Cooperative Association,Egyptian Telephone Cooperative Association,129,0.0,2304,5.599,129,0
519,Charter (Spectrum),"Southwest Arkansas Electric Cooperative, Inc.","Southwest Arkansas Electric Cooperative, Inc.",127,0.0,22668,0.56,127,0
520,Charter (Spectrum),Coon Valley Farmers Telephone Company,Coon Valley Farmers Telephone Company,125,0.0,4096,3.052,125,0
521,Charter (Spectrum),Park Region Mutual Telephone Company,Park Region Mutual Telephone Company,125,0.0,10526,1.188,125,0
522,Charter (Spectrum),"Logan Telephone Cooperative, Inc.","Logan Telephone Cooperative, Inc.",121,0.0,8699,1.391,121,0
523,Charter (Spectrum),Okanogan County PUD No. 1,Okanogan County PUD No. 1,118,0.0,522,22.605,118,0
524,Charter (Spectrum),Mille Lacs Energy Cooperative,Mille Lacs Energy Cooperative,117,0.0,4482,2.61,117,0
525,Charter (Spectrum),Advanced Internet,Advanced Internet,114,0.0,231,49.351,114,0
526,Charter (Spectrum),Wittenberg Telephone Company,Wittenberg Telephone Company,112,0.0,7222,1.551,112,0
527,Charter (Spectrum),"Eastern Shore Communications, LLC","Eastern Shore Communications, LLC",100,0.0,1945,5.141,100,0
528,Charter (Spectrum),"Tri-County Communications Cooperative, Inc.","Tri-County Communications Cooperative, Inc.",96,0.0,14525,0.661,48,48
529,Charter (Spectrum),"Clear Lake Telephone Company, Inc.","Clear Lake Telephone Company, Inc.",96,0.0,3833,2.505,96,0
530,Charter (Spectrum),"Sprocket Networks, Inc.","Sprocket Networks, Inc.",92,0.0,211,43.602,92,0
531,Charter (Spectrum),"Geneva On-Line, Inc.","Geneva On-Line, Inc.",90,0.0,130,69.231,90,0
532,Charter (Spectrum),"Lakeland Communications, Inc.","Lakeland Communications, Inc.",86,0.0,11379,0.756,86,0
533,Charter (Spectrum),DigitalC,DigitalC,82,0.0,82,100.0,0,82
534,Charter (Spectrum),Paulding Putnam Electric & Internet,Paulding Putnam Electric & Internet,77,0.0,718,10.724,77,0
535,Charter (Spectrum),"LiveOak Fiber, LLC","LiveOak Fiber, LLC",75,0.0,155654,0.048,75,0
536,Charter (Spectrum),Haywire,Haywire,75,0.0,136,55.147,75,0
537,Charter (Spectrum),"Michwave Technologies, Inc.","Michwave Technologies, Inc.",71,0.0,491,14.46,71,0
538,Charter (Spectrum),BlueBit Networks LLC,BlueBit Networks LLC,68,0.0,424,16.038,68,0
539,Charter (Spectrum),"TelAtlantic, Inc.","TelAtlantic, Inc.",62,0.0,2429,2.552,62,0
540,Charter (Spectrum),Southeastern Indiana Rural Electric Membership Corporation,Southeastern Indiana Rural Electric Membership Corporation,62,0.0,20449,0.303,62,0
541,Charter (Spectrum),"Waimana Enterprises, Inc.","Waimana Enterprises, Inc.",61,0.0,61,100.0,61,0
542,Charter (Spectrum),"Konceptio Data Services, LLC","Konceptio Data Services, LLC",61,0.0,1332,4.58,61,0
543,Charter (Spectrum),"Alternative Choice Wireless, LLC","Alternative Choice Wireless, LLC",60,0.0,63,95.238,60,0
544,Charter (Spectrum),"Consolidated Smart Broadband Systems, LLC","Consolidated Smart Broadband Systems, LLC",59,0.0,83,71.084,19,40
545,Charter (Spectrum),Paul Bunyan Rural Telephone Cooperative,Paul Bunyan Rural Telephone Cooperative,58,0.0,62651,0.093,58,0
546,Charter (Spectrum),Grand River Mutual Telephone Corporation,Grand River Mutual Telephone Corporation,55,0.0,27791,0.198,55,0
547,Charter (Spectrum),"Anza Electric Cooperative, Inc.","Anza Electric Cooperative, Inc.",54,0.0,2572,2.1,54,0
548,Charter (Spectrum),"CASCO Communications, Inc.","CASCO Communications, Inc.",53,0.0,6328,0.838,53,0
549,Charter (Spectrum),"Germantown Telephone Company, Inc.","Germantown Telephone Company, Inc.",52,0.0,4804,1.082,52,0
550,Charter (Spectrum),Cherokee Cablevision Inc.,Cherokee Cablevision Inc.,51,0.0,2287,2.23,0,51
551,Charter (Spectrum),Southern Ute ISP,Southern Ute ISP,50,0.0,1063,4.704,50,0
552,Charter (Spectrum),Velofi LLC,Velofi LLC,49,0.0,423,11.584,49,0
553,Charter (Spectrum),"VGI Technology, Inc.","VGI Technology, Inc.",49,0.0,482,10.166,49,0
554,Charter (Spectrum),"Siren Telephone Company, Inc.","Siren Telephone Company, Inc.",49,0.0,8843,0.554,49,0
555,Charter (Spectrum),Bloomingdale Home Telephone Company,Bloomingdale Home Telephone Company,48,0.0,1746,2.749,48,0
556,Charter (Spectrum),"ResTech Services, LLC","ResTech Services, LLC",46,0.0,46,100.0,46,0
557,Charter (Spectrum),"City of Norway, Michigan","City of Norway, Michigan",45,0.0,1812,2.483,0,45
558,Charter (Spectrum),"Starry, Inc.","Starry, Inc.",42,0.0,331,12.689,42,0
559,Charter (Spectrum),"DSI Management Holdings, LLC","DSI Management Holdings, LLC",42,0.0,252,16.667,42,0
560,Charter (Spectrum),Federated Telephone Cooperative,Federated Telephone Cooperative,41,0.0,11161,0.367,41,0
561,Charter (Spectrum),"Siteserver, Inc.","Siteserver, Inc.",40,0.0,104,38.462,40,0
562,Charter (Spectrum),"Dycom Holding, Inc.","Dycom Holding, Inc.",39,0.0,12051,0.324,39,0
563,Charter (Spectrum),"iGo Technology, Inc.","iGo Technology, Inc.",39,0.0,2852,1.367,39,0
564,Charter (Spectrum),"Redburn Infrastructure, LLC","Redburn Infrastructure, LLC",38,0.0,42,90.476,38,0
565,Charter (Spectrum),Arapahoe Telephone Company,Arapahoe Telephone Company,36,0.0,1854,1.942,36,0
566,Charter (Spectrum),City of Valparaiso,City of Valparaiso,34,0.0,1449,2.346,0,34
567,Charter (Spectrum),"First Step Internet, LLC","First Step Internet, LLC",33,0.0,527,6.262,33,0
568,Charter (Spectrum),Hemingford Cooperative Telephone Company,Hemingford Cooperative Telephone Company,30,0.0,3169,0.947,30,0
569,Charter (Spectrum),Farmers Mutual Telephone Company (MN),Farmers Mutual Telephone Company (MN),30,0.0,5062,0.593,30,0
570,Charter (Spectrum),Simple Fiber Communications LLC,Simple Fiber Communications LLC,30,0.0,84,35.714,30,0
571,Charter (Spectrum),"Martell Enterprises, Inc.","Martell Enterprises, Inc.",29,0.0,1443,2.01,29,0
572,Charter (Spectrum),Choptank Electric Cooperative,Choptank Electric Cooperative,28,0.0,13997,0.2,28,0
573,Charter (Spectrum),"IFN, LLC","IFN, LLC",28,0.0,1179,2.375,28,0
574,Charter (Spectrum),"Fatbeam Holdings, LLC","Fatbeam Holdings, LLC",27,0.0,16958,0.159,27,0
575,Charter (Spectrum),BerryComm LLC,BerryComm LLC,24,0.0,5761,0.417,24,0
576,Charter (Spectrum),"ERC Broadband, LLC","ERC Broadband, LLC",23,0.0,50,46.0,23,0
577,Charter (Spectrum),xyTel LLC,xyTel LLC,23,0.0,73,31.507,23,0
578,Charter (Spectrum),Cenos Networks,Cenos Networks,23,0.0,30,76.667,23,0
579,Charter (Spectrum),Mark Twain Rural Telephone Company,Mark Twain Rural Telephone Company,22,0.0,7035,0.313,22,0
580,Charter (Spectrum),Litebridge LLC,Litebridge LLC,22,0.0,175,12.571,22,0
581,Charter (Spectrum),"Netwurx, LLC","Netwurx, LLC",21,0.0,23,91.304,21,0
582,Charter (Spectrum),Cochrane Cooperative Telephone Company,Cochrane Cooperative Telephone Company,20,0.0,2942,0.68,20,0
583,Charter (Spectrum),"NE Colorado Cellular, Inc.","NE Colorado Cellular, Inc.",20,0.0,905,2.21,20,0
584,Charter (Spectrum),"Southwest Arkansas Telephone Cooperative, Inc.","Southwest Arkansas Telephone Cooperative, Inc.",20,0.0,7724,0.259,20,0
585,Charter (Spectrum),"Kalida Telephone Company, Inc.","Kalida Telephone Company, Inc.",18,0.0,1349,1.334,18,0
586,Charter (Spectrum),"First American Holdings, Inc.","First American Holdings, Inc.",17,0.0,1184,1.436,17,0
587,Charter (Spectrum),Gearheart Communications,Gearheart Communications,17,0.0,36819,0.046,0,17
588,Charter (Spectrum),South Valley Internet,South Valley Internet,17,0.0,133,12.782,13,4
589,Charter (Spectrum),Tishomingo County Electric Power Association,Tishomingo County Electric Power Association,16,0.0,12107,0.132,16,0
590,Charter (Spectrum),City of Williamstown,City of Williamstown,16,0.0,2047,0.782,12,4
591,Charter (Spectrum),"Townes Telecommunications, Inc.","Townes Telecommunications, Inc.",16,0.0,10566,0.151,16,0
592,Charter (Spectrum),Allevia Technology,Allevia Technology,15,0.0,35,42.857,15,0
593,Charter (Spectrum),"Public Service Communications, Inc.","Public Service Communications, Inc.",15,0.0,20887,0.072,15,0
594,Charter (Spectrum),Emery Telcom,Emery Telcom,14,0.0,23190,0.06,14,0
595,Charter (Spectrum),Mohawk Networks LLC,Mohawk Networks LLC,14,0.0,605,2.314,14,0
596,Charter (Spectrum),"BalsamWest FiberNET, LLC","BalsamWest FiberNET, LLC",12,0.0,1812,0.662,12,0
597,Charter (Spectrum),"Eastern Telephone & Technologies, Inc.","Eastern Telephone & Technologies, Inc.",12,0.0,62,19.355,12,0
598,Charter (Spectrum),"Midstates Data Transport, LLC","Midstates Data Transport, LLC",11,0.0,7626,0.144,11,0
599,Charter (Spectrum),WaveLinc Communications LLC,WaveLinc Communications LLC,10,0.0,140,7.143,10,0
600,Charter (Spectrum),JTN Communications,JTN Communications,10,0.0,302,3.311,10,0
601,Charter (Spectrum),"Agri-Valley Communications, Inc.","Agri-Valley Communications, Inc.",9,0.0,7266,0.124,9,0
602,Charter (Spectrum),Red Spectrum Communications LLC,Red Spectrum Communications LLC,9,0.0,1609,0.559,9,0
603,Charter (Spectrum),"Community Antenna Service, Inc.","Community Antenna Service, Inc.",8,0.0,32019,0.025,0,8
604,Charter (Spectrum),"Harlan Community Television, Inc.","Harlan Community Television, Inc.",8,0.0,7189,0.111,8,8
605,Charter (Spectrum),The Hancock Telephone Company,The Hancock Telephone Company,8,0.0,1556,0.514,8,0
606,Charter (Spectrum),"Xtratyme Technologies, Inc.","Xtratyme Technologies, Inc.",8,0.0,19,42.105,8,0
607,Charter (Spectrum),Day Management Corporation,Day Management Corporation,8,0.0,22749,0.035,8,0
608,Charter (Spectrum),Citizens Telephone Corporation,Citizens Telephone Corporation,8,0.0,3465,0.231,8,0
609,Charter (Spectrum),"Orion CableSystems, Inc.","Orion CableSystems, Inc.",8,0.0,2439,0.328,0,8
610,Charter (Spectrum),Bledsoe Telephone Cooperative Inc.,Bledsoe Telephone Cooperative Inc.,7,0.0,14305,0.049,7,0
611,Charter (Spectrum),"Northern Telephone Cooperative, Inc.","Northern Telephone Cooperative, Inc.",7,0.0,1207,0.58,7,0
612,Charter (Spectrum),Beaver Valley Cable Company,Beaver Valley Cable Company,6,0.0,2122,0.283,3,3
613,Charter (Spectrum),"Smiling J, LLC","Smiling J, LLC",5,0.0,6242,0.08,5,0
614,Charter (Spectrum),Blue Ridge Communications,Blue Ridge Communications,5,0.0,275256,0.002,3,2
615,Charter (Spectrum),"Skymesh, Inc.","Skymesh, Inc.",5,0.0,5,100.0,5,0
616,Charter (Spectrum),"CresComm WiFi, LLC","CresComm WiFi, LLC",4,0.0,20,20.0,4,0
617,Charter (Spectrum),City of Ocala,City of Ocala,4,0.0,178,2.247,4,0
618,Charter (Spectrum),Upsala Cooperative Telephone Association,Upsala Cooperative Telephone Association,4,0.0,3502,0.114,4,0
619,Charter (Spectrum),"Xiber, LLC","Xiber, LLC",4,0.0,8,50.0,4,0
620,Charter (Spectrum),"Starwire Technologies, LLC","Starwire Technologies, LLC",3,0.0,2322,0.129,3,0
621,Charter (Spectrum),Green Hills Telephone Corporation,Green Hills Telephone Corporation,3,0.0,13863,0.022,3,0
622,Charter (Spectrum),ICS Advanced Technologies,ICS Advanced Technologies,3,0.0,252,1.19,3,0
623,Charter (Spectrum),Citizens Telephone Cooperative (VA),Citizens Telephone Cooperative (VA),3,0.0,14074,0.021,3,0
624,Charter (Spectrum),"Heritage Broadband, LLC","Heritage Broadband, LLC",3,0.0,780,0.385,3,0
625,Charter (Spectrum),"Hoyos Consulting, LLC","Hoyos Consulting, LLC",2,0.0,3,66.667,2,0
626,Charter (Spectrum),Community Telecom Services,Community Telecom Services,2,0.0,4704,0.043,0,2
627,Charter (Spectrum),"Everywhere Wireless, LLC","Everywhere Wireless, LLC",2,0.0,2,100.0,2,0
628,Charter (Spectrum),"Decatur Holding Company, Inc.","Decatur Holding Company, Inc.",2,0.0,2982,0.067,2,0
629,Charter (Spectrum),Cable America Missouri LLC,Cable America Missouri LLC,2,0.0,1390,0.144,0,2
630,Charter (Spectrum),"Juvilex Communications, LLC","Juvilex Communications, LLC",2,0.0,2,100.0,2,0
631,Charter (Spectrum),Erwin Utilities,Erwin Utilities,2,0.0,7531,0.027,2,0
632,Charter (Spectrum),City of Sandersville,City of Sandersville,2,0.0,2,100.0,2,0
633,Charter (Spectrum),"Ragland Telephone Co., Inc.","Ragland Telephone Co., Inc.",2,0.0,1151,0.174,2,0
634,Charter (Spectrum),"Amery Telcom, Inc.","Amery Telcom, Inc.",2,0.0,21055,0.009,2,0
635,Charter (Spectrum),Woodstock Telephone Company,Woodstock Telephone Company,2,0.0,6045,0.033,2,0
636,Charter (Spectrum),"Hawaii Dialogix Telecom, LLC","Hawaii Dialogix Telecom, LLC",2,0.0,2,100.0,2,0
637,Charter (Spectrum),Elevate Technology Group,Elevate Technology Group,2,0.0,2,100.0,2,0
638,Charter (Spectrum),The North-Eastern Pennsylvania Telephone Company,The North-Eastern Pennsylvania Telephone Company,2,0.0,15588,0.013,2,0
639,Charter (Spectrum),Alcorn County Electric Power Association,Alcorn County Electric Power Association,1,0.0,25497,0.004,1,0
640,Charter (Spectrum),"Talkie Communications, Inc.","Talkie Communications, Inc.",1,0.0,35773,0.003,1,0
641,Charter (Spectrum),Youngsville Television Corporation,Youngsville Television Corporation,1,0.0,608,0.164,1,0
642,Charter (Spectrum),"Ogden Communications, Inc.","Ogden Communications, Inc.",1,0.0,543,0.184,1,0
643,Charter (Spectrum),Ridge Tower Network LLC,Ridge Tower Network LLC,1,0.0,22,4.545,1,0
644,Charter (Spectrum),Vogtmann Engineering Inc.,Vogtmann Engineering Inc.,1,0.0,2668,0.037,0,1
645,Charter (Spectrum),Mosier WiNet LLC,Mosier WiNet LLC,1,0.0,168,0.595,1,0
646,Charter (Spectrum),"Benchmark Communications, LLC","Benchmark Communications, LLC",1,0.0,1,100.0,1,0
647,Charter (Spectrum),Pocomoke Holdings,Pocomoke Holdings,1,0.0,230,0.435,1,0
648,Charter (Spectrum),"UBTA-UBET Communications, Inc.","UBTA-UBET Communications, Inc.",1,0.0,20693,0.005,1,0
649,Charter (Spectrum),"Skywave Wireless, Inc.","Skywave Wireless, Inc.",1,0.0,4143,0.024,1,0
650,Charter (Spectrum),Selectronics Corporation,Selectronics Corporation,1,0.0,11289,0.009,1,0
651,Charter (Spectrum),AlignTec Inc.,AlignTec Inc.,1,0.0,10,10.0,1,0
652,Charter (Spectrum),Deerfield Valley Communications Union District,Deerfield Valley Communications Union District,1,0.0,2700,0.037,1,0
653,Charter (Spectrum),Pear Networks LLC,Pear Networks LLC,1,0.0,1619,0.062,1,0
654,Charter (Spectrum),"Dell Telephone Cooperative, Inc.","Dell Telephone Cooperative, Inc.",1,0.0,685,0.146,1,0
655,Charter (Spectrum),Lake Placid Fiber LLC,Lake Placid Fiber LLC,1,0.0,3,33.333,1,0
656,Charter (Spectrum),LARIAT,LARIAT,1,0.0,2,50.0,1,0
