target,state,operator,overlap_bsls,target_bsls_in_state,pct_of_target_in_state
Comcast (Xfinity),UT,"Fiber Broadband, Inc.",285,769209,0.037
Comcast (Xfinity),UT,"HiCountryNet, LLC",165,769209,0.021
Comcast (Xfinity),UT,"Albion Telephone Company, Inc.",21,769209,0.003
Comcast (Xfinity),UT,Fusion Networks,16,769209,0.002
Comcast (Xfinity),UT,"9Stone, LLC",4,769209,0.001
Comcast (Xfinity),UT,"South Central Utah Telephone Association, Inc.",1,769209,0.0
Comcast (Xfinity),VA,Verizon (Fios),591896,1280928,46.208
Comcast (Xfinity),VA,Shenandoah Telecommunications Company,137707,1280928,10.751
Comcast (Xfinity),VA,Brightspeed,55415,1280928,4.326
Comcast (Xfinity),VA,Point Broadband,45711,1280928,3.569
Comcast (Xfinity),VA,Lumos (T-Mobile JV),27591,1280928,2.154
Comcast (Xfinity),VA,Ting,19394,1280928,1.514
Comcast (Xfinity),VA,Central Virginia Electric Cooperative,11655,1280928,0.91
Comcast (Xfinity),VA,Wilkes Telephone Membership Corporation,10607,1280928,0.828
Comcast (Xfinity),VA,ZiTEL LLC,7883,1280928,0.615
Comcast (Xfinity),VA,Orange County Broadband Authority,5142,1280928,0.401
Comcast (Xfinity),VA,Cox,4267,1280928,0.333
Comcast (Xfinity),VA,"Zito West Holding, LLC",4145,1280928,0.324
Comcast (Xfinity),VA,Scott County Telephone Cooperative,2708,1280928,0.211
Comcast (Xfinity),VA,"MGW Communications, Inc.",2460,1280928,0.192
Comcast (Xfinity),VA,BARC Electric Cooperative,2089,1280928,0.163
Comcast (Xfinity),VA,Mecklenburg Electric Cooperative,1944,1280928,0.152
Comcast (Xfinity),VA,Prince George Electric Cooperative,1914,1280928,0.149
Comcast (Xfinity),VA,"Virginia Everywhere, LLC",1776,1280928,0.139
Comcast (Xfinity),VA,WVVA.net Inc.,1641,1280928,0.128
Comcast (Xfinity),VA,Astound Broadband,695,1280928,0.054
Comcast (Xfinity),VA,Citizens Telephone Cooperative (VA),618,1280928,0.048
Comcast (Xfinity),VA,New Hope Telephone Cooperative (VA),394,1280928,0.031
Comcast (Xfinity),VA,"Kinex Telecom, Inc.",392,1280928,0.031
Comcast (Xfinity),VA,"iGo Technology, Inc.",324,1280928,0.025
Comcast (Xfinity),VA,"High Mountain Farm, LLC",162,1280928,0.013
Comcast (Xfinity),VA,TDS Telecom,150,1280928,0.012
Comcast (Xfinity),VA,Craig-Botetourt Electric Cooperative,142,1280928,0.011
Comcast (Xfinity),VA,Charter (Spectrum),85,1280928,0.007
Comcast (Xfinity),VA,Boston Omaha Corporation,65,1280928,0.005
Comcast (Xfinity),VA,Breezeline (Cogeco),40,1280928,0.003
Comcast (Xfinity),VA,Gearheart Communications,34,1280928,0.003
Comcast (Xfinity),VA,"Starry, Inc.",9,1280928,0.001
Comcast (Xfinity),VA,Nelson County Cablevision Corp.,3,1280928,0.0
Comcast (Xfinity),VA,Skyline Telephone Membership Corporation,3,1280928,0.0
Comcast (Xfinity),VA,iWiSP LLC,3,1280928,0.0
Comcast (Xfinity),VA,1 Point Communications,2,1280928,0.0
Comcast (Xfinity),VA,Optimum (Altice USA),2,1280928,0.0
Comcast (Xfinity),VT,Consolidated (Fidium),64261,171306,37.512
Comcast (Xfinity),VT,"Schurz Communications, Inc.",17955,171306,10.481
Comcast (Xfinity),VT,"Vermont Telephone Company, Inc.",11670,171306,6.812
Comcast (Xfinity),VT,East Central Vermont Telecommunications District,8502,171306,4.963
Comcast (Xfinity),VT,Selectronics Corporation,3987,171306,2.327
Comcast (Xfinity),VT,TDS Telecom,3268,171306,1.908
Comcast (Xfinity),VT,NEK Community Broadband,1946,171306,1.136
Comcast (Xfinity),VT,Addison County Communications Union District,1128,171306,0.658
Comcast (Xfinity),VT,"Future Fiber FinCo, LLC",846,171306,0.494
Comcast (Xfinity),VT,"Franklin Telephone Co., Inc.",96,171306,0.056
Comcast (Xfinity),VT,Pear Networks LLC,85,171306,0.05
Comcast (Xfinity),VT,Deerfield Valley Communications Union District,61,171306,0.036
Comcast (Xfinity),VT,"Mansfield Community Fiber, Inc.",43,171306,0.025
Comcast (Xfinity),VT,Charter (Spectrum),33,171306,0.019
Comcast (Xfinity),VT,Westfield Gas & Electric,1,171306,0.001
Comcast (Xfinity),WA,Lumen (Quantum Fiber / CenturyLink),372266,1720130,21.642
Comcast (Xfinity),WA,Ziply Fiber (Bell Canada),284215,1720130,16.523
Comcast (Xfinity),WA,Palisade America's Investment LLC,91274,1720130,5.306
Comcast (Xfinity),WA,Astound Broadband,47050,1720130,2.735
Comcast (Xfinity),WA,TDS Telecom,37402,1720130,2.174
Comcast (Xfinity),WA,"Abound Ventures, Inc.",5692,1720130,0.331
Comcast (Xfinity),WA,"IsoFusion, Inc.",2797,1720130,0.163
Comcast (Xfinity),WA,City of Anacortes,2452,1720130,0.143
Comcast (Xfinity),WA,Mason County Public Utility District No. 3,1823,1720130,0.106
Comcast (Xfinity),WA,RJB Telecommunications Corp.,1571,1720130,0.091
Comcast (Xfinity),WA,Davis Communications Inc.,1426,1720130,0.083
Comcast (Xfinity),WA,"Declaration Networks Group, Inc.",1354,1720130,0.079
Comcast (Xfinity),WA,Scatter Creek Ltd.,1201,1720130,0.07
Comcast (Xfinity),WA,"Public Utility District #1 of Kitsap County, Washington",985,1720130,0.057
Comcast (Xfinity),WA,"Ezee Fiber Texas, LLC",983,1720130,0.057
Comcast (Xfinity),WA,Red Spectrum Communications LLC,286,1720130,0.017
Comcast (Xfinity),WA,"Knightcom, Inc.",153,1720130,0.009
Comcast (Xfinity),WA,"NocTel Communications, Inc.",118,1720130,0.007
Comcast (Xfinity),WA,"Fatbeam Holdings, LLC",15,1720130,0.001
Comcast (Xfinity),WA,"Generate-Ubiquity Holdings, LLC",4,1720130,0.0
Comcast (Xfinity),WA,Northwest Open Access Network,3,1720130,0.0
Comcast (Xfinity),WA,"Taluslink, LLC",3,1720130,0.0
Comcast (Xfinity),WA,"Velocity Communications, Inc. (WA)",3,1720130,0.0
Comcast (Xfinity),WA,Charter (Spectrum),2,1720130,0.0
Comcast (Xfinity),WA,"Hawk Networks, Inc.",2,1720130,0.0
Comcast (Xfinity),WA,Hunter Communications & Technologies LLC,2,1720130,0.0
Comcast (Xfinity),WA,The Toledo Telephone Company,2,1720130,0.0
Comcast (Xfinity),WA,"CresComm WiFi, LLC",1,1720130,0.0
Comcast (Xfinity),WA,Inland Cellular Telephone Company,1,1720130,0.0
Comcast (Xfinity),WA,"Newmax, LLC",1,1720130,0.0
Comcast (Xfinity),WA,Vyve Broadband,1,1720130,0.0
Comcast (Xfinity),WI,TDS Telecom,4525,27752,16.305
Comcast (Xfinity),WI,Pierce Pepin Cooperative Services,711,27752,2.562
Comcast (Xfinity),WI,"Baldwin Telecom, Inc.",540,27752,1.946
Comcast (Xfinity),WI,AT&T,539,27752,1.942
Comcast (Xfinity),WI,"Northeast Communications of Wisconsin, Inc.",31,27752,0.112
Comcast (Xfinity),WI,Charter (Spectrum),12,27752,0.043
Comcast (Xfinity),WI,Frontier,8,27752,0.029
Comcast (Xfinity),WI,Midco,3,27752,0.011
Comcast (Xfinity),WI,"Clear Lake Telephone Company, Inc.",1,27752,0.004
Comcast (Xfinity),WV,Frontier,86270,240346,35.894
Comcast (Xfinity),WV,Breezeline (Cogeco),18508,240346,7.701
Comcast (Xfinity),WV,Shenandoah Telecommunications Company,11480,240346,4.776
Comcast (Xfinity),WV,Optimum (Altice USA),7397,240346,3.078
Comcast (Xfinity),WV,"Massillon Cable TV, Inc.",2650,240346,1.103
Comcast (Xfinity),WV,"Citynet, LLC",2330,240346,0.969
Comcast (Xfinity),WV,Charter (Spectrum),1545,240346,0.643
Comcast (Xfinity),WV,Jefferson County Cable,988,240346,0.411
Comcast (Xfinity),WV,"Digital Connections, Inc.",906,240346,0.377
Comcast (Xfinity),WV,"QCOL, Inc.",296,240346,0.123
Comcast (Xfinity),WV,Armstrong,208,240346,0.087
Comcast (Xfinity),WV,Point Broadband,148,240346,0.062
Comcast (Xfinity),WV,"TelAtlantic, Inc.",109,240346,0.045
Comcast (Xfinity),WV,Alpha Technologies Inc.,10,240346,0.004
Comcast (Xfinity),WV,"Zito West Holding, LLC",4,240346,0.002
Charter (Spectrum),AL,AT&T,307311,919328,33.428
Charter (Spectrum),AL,WOW!,134780,919328,14.661
Charter (Spectrum),AL,"Telapex, Inc.",67333,919328,7.324
Charter (Spectrum),AL,Brightspeed,52464,919328,5.707
Charter (Spectrum),AL,JWEMC Communications LLC,26657,919328,2.9
Charter (Spectrum),AL,Comcast (Xfinity),24605,919328,2.676
Charter (Spectrum),AL,Cullman Electric Cooperative,23478,919328,2.554
Charter (Spectrum),AL,Point Broadband,19417,919328,2.112
Charter (Spectrum),AL,Central Alabama Electric Cooperative,16263,919328,1.769
Charter (Spectrum),AL,"Tombigbee Electric Cooperative, Inc.",15150,919328,1.648
Charter (Spectrum),AL,Windstream/Uniti (Kinetic),10619,919328,1.155
Charter (Spectrum),AL,"Farmers Telecommunications Cooperative, Inc.",9317,919328,1.013
Charter (Spectrum),AL,"Future Fiber FinCo, LLC",7790,919328,0.847
Charter (Spectrum),AL,Lumos (T-Mobile JV),6568,919328,0.714
Charter (Spectrum),AL,North Alabama Electric Cooperative,6323,919328,0.688
Charter (Spectrum),AL,"Covington Electric Cooperative, Inc.",5737,919328,0.624
Charter (Spectrum),AL,Scottsboro Electric Power Board,5319,919328,0.579
Charter (Spectrum),AL,Pea River Electric Cooperative,4642,919328,0.505
Charter (Spectrum),AL,The Utilities Board of the City of Sylacauga,4570,919328,0.497
Charter (Spectrum),AL,West Kentucky Rural Telephone Cooperative Corp. Inc.,3832,919328,0.417
Charter (Spectrum),AL,Coosa Valley Electric Cooperative,3475,919328,0.378
Charter (Spectrum),AL,"HDD Broadband, Inc.",2941,919328,0.32
Charter (Spectrum),AL,Cable One (Sparklight),2508,919328,0.273
Charter (Spectrum),AL,"New Hope Telephone Cooperative, Inc. (AL)",1877,919328,0.204
Charter (Spectrum),AL,Telephone Electronics Corporation,1849,919328,0.201
Charter (Spectrum),AL,American Broadband Holding Company,463,919328,0.05
Charter (Spectrum),AL,Mediacom,348,919328,0.038
Charter (Spectrum),AL,TDS Telecom,247,919328,0.027
Charter (Spectrum),AL,Pine Belt Communications Co. Inc.,213,919328,0.023
Charter (Spectrum),AL,Cable TV of East Alabama,204,919328,0.022
Charter (Spectrum),AL,Vyve Broadband,25,919328,0.003
Charter (Spectrum),AL,Tennessee Valley Electric Cooperative,12,919328,0.001
Charter (Spectrum),AL,"DoveTel Communications, LLC",9,919328,0.001
Charter (Spectrum),AL,"Ragland Telephone Co., Inc.",2,919328,0.0
Charter (Spectrum),AL,EATEL Corp.,1,919328,0.0
Charter (Spectrum),AL,Skyline Telephone Membership Corporation,1,919328,0.0
Charter (Spectrum),AZ,Allo Communications LLC,44885,71922,62.408
Charter (Spectrum),AZ,Lumen (Quantum Fiber / CenturyLink),1421,71922,1.976
Charter (Spectrum),AZ,"Beamspeed, LLC",789,71922,1.097
Charter (Spectrum),CA,Frontier,1561742,4714491,33.126
Charter (Spectrum),CA,AT&T,812641,4714491,17.237
Charter (Spectrum),CA,"Race Telecommunications, Inc.",60894,4714491,1.292
Charter (Spectrum),CA,"IsoFusion, Inc.",45805,4714491,0.972
Charter (Spectrum),CA,Ting,25984,4714491,0.551
Charter (Spectrum),CA,Sonic,24851,4714491,0.527
Charter (Spectrum),CA,Giggle Fiber LLC,23341,4714491,0.495
Charter (Spectrum),CA,Cox,22166,4714491,0.47
Charter (Spectrum),CA,Astound Broadband,19985,4714491,0.424
Charter (Spectrum),CA,"Cityside Networks, LLC",9100,4714491,0.193
Charter (Spectrum),CA,Inyo Networks Inc.,5804,4714491,0.123
Charter (Spectrum),CA,Mediacom,4317,4714491,0.092
Charter (Spectrum),CA,"Aspire Broadband Holdings, LLC",3657,4714491,0.078
Charter (Spectrum),CA,"Ultimate Internet Access, Inc.",3383,4714491,0.072
Charter (Spectrum),CA,"Generate-Ubiquity Holdings, LLC",3288,4714491,0.07
Charter (Spectrum),CA,Comcast (Xfinity),2422,4714491,0.051
Charter (Spectrum),CA,UnWired Broadband Holding LLC,1869,4714491,0.04
Charter (Spectrum),CA,Hotwire,1536,4714491,0.033
Charter (Spectrum),CA,"yondoo Broadband, LLC",1367,4714491,0.029
Charter (Spectrum),CA,"Varcomm Holdings, Inc.",764,4714491,0.016
Charter (Spectrum),CA,Optimum (Altice USA),486,4714491,0.01
Charter (Spectrum),CA,OACYS Technology,456,4714491,0.01
Charter (Spectrum),CA,Surfnet Communications,328,4714491,0.007
Charter (Spectrum),CA,"Broadband MDU Holdings, LLC",287,4714491,0.006
Charter (Spectrum),CA,ConnectTo Communications Inc.,211,4714491,0.004
Charter (Spectrum),CA,Hankins Information Technology,191,4714491,0.004
Charter (Spectrum),CA,Google Fiber,62,4714491,0.001
Charter (Spectrum),CA,"Anza Electric Cooperative, Inc.",54,4714491,0.001
Charter (Spectrum),CA,"Consolidated Smart Broadband Systems, LLC",54,4714491,0.001
Charter (Spectrum),CA,Boston Omaha Corporation,53,4714491,0.001
Charter (Spectrum),CA,"Siteserver, Inc.",40,4714491,0.001
Charter (Spectrum),CA,"Starry, Inc.",21,4714491,0.0
Charter (Spectrum),CA,South Valley Internet,17,4714491,0.0
Charter (Spectrum),CA,"Zito West Holding, LLC",10,4714491,0.0
Charter (Spectrum),CA,"Orion CableSystems, Inc.",8,4714491,0.0
Charter (Spectrum),CA,TDS Telecom,7,4714491,0.0
Charter (Spectrum),CO,"Clearnetworx, LLC",29101,148905,19.543
Charter (Spectrum),CO,Delta Montrose Electric Association,13655,148905,9.17
Charter (Spectrum),CO,"ITC Broadband Operating, LLC",11660,148905,7.83
Charter (Spectrum),CO,Lumen (Quantum Fiber / CenturyLink),7275,148905,4.886
Charter (Spectrum),CO,"Visionary Communications, Inc.",6748,148905,4.532
Charter (Spectrum),CO,Allo Communications LLC,5896,148905,3.96
Charter (Spectrum),CO,Luminate Fiber LLC,3937,148905,2.644
Charter (Spectrum),CO,"VFN Holdings, Inc.",3707,148905,2.49
Charter (Spectrum),CO,Southeast Colorado Power Association,3299,148905,2.216
Charter (Spectrum),CO,"Kentec Communications, Inc.",2357,148905,1.583
Charter (Spectrum),CO,"San Luis Valley Rural Electric Cooperative, Inc.",2167,148905,1.455
Charter (Spectrum),CO,Blanca Telephone Company/Jade Communications LLC,1177,148905,0.79
Charter (Spectrum),CO,DMEA Utilities Services LLC,987,148905,0.663
Charter (Spectrum),CO,"FastTrack Communications, Inc.",200,148905,0.134
Charter (Spectrum),CO,Southern Ute ISP,50,148905,0.034
Charter (Spectrum),CO,"NE Colorado Cellular, Inc.",19,148905,0.013
Charter (Spectrum),CO,Emery Telcom,14,148905,0.009
Charter (Spectrum),CO,"Smiling J, LLC",5,148905,0.003
Charter (Spectrum),CO,AlignTec Inc.,1,148905,0.001
Charter (Spectrum),CO,Ting,1,148905,0.001
Charter (Spectrum),CO,"UBTA-UBET Communications, Inc.",1,148905,0.001
Charter (Spectrum),CT,Frontier,91008,121133,75.131
Charter (Spectrum),CT,"Future Fiber FinCo, LLC",5507,121133,4.546
Charter (Spectrum),CT,Comcast (Xfinity),1678,121133,1.385
Charter (Spectrum),CT,Optimum (Altice USA),1069,121133,0.883
Charter (Spectrum),CT,Breezeline (Cogeco),235,121133,0.194
Charter (Spectrum),CT,Cox,36,121133,0.03
Charter (Spectrum),CT,Verizon (Fios),1,121133,0.001
Charter (Spectrum),FL,Frontier,1022018,3037790,33.643
Charter (Spectrum),FL,AT&T,578954,3037790,19.058
Charter (Spectrum),FL,WOW!,366270,3037790,12.057
Charter (Spectrum),FL,Comcast (Xfinity),182590,3037790,6.011
Charter (Spectrum),FL,Lumen (Quantum Fiber / CenturyLink),166190,3037790,5.471
Charter (Spectrum),FL,Metronet (T-Mobile JV),102500,3037790,3.374
Charter (Spectrum),FL,Wire 3 Holdings,91623,3037790,3.016
Charter (Spectrum),FL,Tillman Global Holdings,68795,3037790,2.265
Charter (Spectrum),FL,"Open Infra, Inc.",49063,3037790,1.615
Charter (Spectrum),FL,Lumos (T-Mobile JV),16122,3037790,0.531
Charter (Spectrum),FL,Hotwire,8402,3037790,0.277
Charter (Spectrum),FL,Cox,6910,3037790,0.227
Charter (Spectrum),FL,"Orlando Telephone Company, Inc.",6013,3037790,0.198
Charter (Spectrum),FL,"Zito West Holding, LLC",3433,3037790,0.113
Charter (Spectrum),FL,Centric Infrastructure Group LLC,3176,3037790,0.105
Charter (Spectrum),FL,"Delta Communications, LLC",2810,3037790,0.093
Charter (Spectrum),FL,"Conexon Connect, LLC",1823,3037790,0.06
Charter (Spectrum),FL,"TPC ACC Acquisition, LLC",1815,3037790,0.06
Charter (Spectrum),FL,"Fiber by Central Florida, LLC",843,3037790,0.028
Charter (Spectrum),FL,Consolidated (Fidium),448,3037790,0.015
Charter (Spectrum),FL,Boston Omaha Corporation,432,3037790,0.014
Charter (Spectrum),FL,Oak Run Associates Ltd.,319,3037790,0.011
Charter (Spectrum),FL,"DCM Cable, Inc.",296,3037790,0.01
Charter (Spectrum),FL,Court Square Capital Partners,197,3037790,0.006
Charter (Spectrum),FL,"Myakka Communications, Inc.",145,3037790,0.005
Charter (Spectrum),FL,"LiveOak Fiber, LLC",75,3037790,0.002
Charter (Spectrum),FL,"Alternative Choice Wireless, LLC",60,3037790,0.002
Charter (Spectrum),FL,City of Valparaiso,34,3037790,0.001
Charter (Spectrum),FL,Windstream/Uniti (Kinetic),28,3037790,0.001
Charter (Spectrum),FL,Velofi LLC,10,3037790,0.0
Charter (Spectrum),FL,"Consolidated Smart Broadband Systems, LLC",5,3037790,0.0
Charter (Spectrum),FL,City of Ocala,4,3037790,0.0
Charter (Spectrum),FL,"Everywhere Wireless, LLC",2,3037790,0.0
Charter (Spectrum),FL,Mediacom,1,3037790,0.0
Charter (Spectrum),GA,AT&T,275957,666191,41.423
Charter (Spectrum),GA,Comcast (Xfinity),56628,666191,8.5
Charter (Spectrum),GA,WOW!,40175,666191,6.031
Charter (Spectrum),GA,Windstream/Uniti (Kinetic),39672,666191,5.955
Charter (Spectrum),GA,"Conexon Connect, LLC",25035,666191,3.758
Charter (Spectrum),GA,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA",20745,666191,3.114
Charter (Spectrum),GA,Point Broadband,9496,666191,1.425
Charter (Spectrum),GA,Tri-County Electric Membership Corporation,7835,666191,1.176
Charter (Spectrum),GA,"DoveTel Communications, LLC",7701,666191,1.156
Charter (Spectrum),GA,Ringgold Telephone Company,7381,666191,1.108
Charter (Spectrum),GA,Mediacom,7065,666191,1.061
Charter (Spectrum),GA,Lumos (T-Mobile JV),4683,666191,0.703
Charter (Spectrum),GA,Trenton Telephone Co.,3949,666191,0.593
Charter (Spectrum),GA,"ITC Broadband Operating, LLC",3687,666191,0.553
Charter (Spectrum),GA,"GreyStone Connect, LLC",1692,666191,0.254
Charter (Spectrum),GA,Cable One (Sparklight),1253,666191,0.188
Charter (Spectrum),GA,"Zito West Holding, LLC",1253,666191,0.188
Charter (Spectrum),GA,"Diverse Power, Inc.",1133,666191,0.17
Charter (Spectrum),GA,"Progressive Rural Telephone Co-Op., Inc.",924,666191,0.139
Charter (Spectrum),GA,EPB,726,666191,0.109
Charter (Spectrum),GA,Altamaha Electric Corporation,404,666191,0.061
Charter (Spectrum),GA,Google Fiber,375,666191,0.056
Charter (Spectrum),GA,Habersham Electric Membership Corporation,269,666191,0.04
Charter (Spectrum),GA,Fail Telecommunication Corporation,251,666191,0.038
Charter (Spectrum),GA,"TruVista Communications, Inc.",228,666191,0.034
Charter (Spectrum),GA,"Dycom Holding, Inc.",39,666191,0.006
Charter (Spectrum),GA,Velofi LLC,30,666191,0.005
Charter (Spectrum),GA,"Delta Communications, LLC",27,666191,0.004
Charter (Spectrum),GA,Hotwire,27,666191,0.004
Charter (Spectrum),GA,"Public Service Communications, Inc.",15,666191,0.002
Charter (Spectrum),GA,Cox,3,666191,0.0
Charter (Spectrum),GA,City of Sandersville,2,666191,0.0
Charter (Spectrum),HI,altafiber (Cincinnati Bell),239985,293729,81.703
Charter (Spectrum),HI,"Waimana Enterprises, Inc.",61,293729,0.021
Charter (Spectrum),HI,"Hawaii Dialogix Telecom, LLC",2,293729,0.001
Charter (Spectrum),ID,TDS Telecom,41406,62384,66.373
Charter (Spectrum),ID,Ziply Fiber (Bell Canada),32798,62384,52.574
Charter (Spectrum),ID,"Newmax, LLC",730,62384,1.17
Charter (Spectrum),ID,"First Step Internet, LLC",12,62384,0.019
Charter (Spectrum),ID,Inland Cellular Telephone Company,10,62384,0.016
Charter (Spectrum),ID,"Fatbeam Holdings, LLC",9,62384,0.014
Charter (Spectrum),ID,Red Spectrum Communications LLC,9,62384,0.014
Charter (Spectrum),IL,"Delta Communications, LLC",31144,255337,12.197
Charter (Spectrum),IL,AT&T,30648,255337,12.003
Charter (Spectrum),IL,"WH i3B Bidco LLC/WH i3B Topco, LLC",28900,255337,11.318
Charter (Spectrum),IL,Metronet (T-Mobile JV),8339,255337,3.266
Charter (Spectrum),IL,HTC Holding Co.,4597,255337,1.8
Charter (Spectrum),IL,"Wabash Telephone Cooperative, Inc.",3823,255337,1.497
Charter (Spectrum),IL,Highland Communication Services,3784,255337,1.482
Charter (Spectrum),IL,Frontier,2960,255337,1.159
Charter (Spectrum),IL,Surf Internet,2246,255337,0.88
Charter (Spectrum),IL,"Shawnee Communications, Inc.",793,255337,0.311
Charter (Spectrum),IL,"Progressive Voice & Data, Inc.",640,255337,0.251
Charter (Spectrum),IL,"Alhambra-Grantfork Communications, Inc.",482,255337,0.189
Charter (Spectrum),IL,"MCC Network Services, LLC",468,255337,0.183
Charter (Spectrum),IL,Comcast (Xfinity),352,255337,0.138
Charter (Spectrum),IL,Cable One (Sparklight),301,255337,0.118
Charter (Spectrum),IL,"Schwartz Ventures, Inc.",247,255337,0.097
Charter (Spectrum),IL,Egyptian Telephone Cooperative Association,129,255337,0.051
Charter (Spectrum),IL,Mediacom,36,255337,0.014
Charter (Spectrum),IL,American Heartland Fiber Networks LLC,5,255337,0.002
Charter (Spectrum),IL,Sharon Telephone Company (IL & WI),4,255337,0.002
Charter (Spectrum),IN,AT&T,213918,552840,38.694
Charter (Spectrum),IN,Metronet (T-Mobile JV),52536,552840,9.503
Charter (Spectrum),IN,Comcast (Xfinity),36143,552840,6.538
Charter (Spectrum),IN,"Joink, LLC",28292,552840,5.118
Charter (Spectrum),IN,Frontier,24016,552840,4.344
Charter (Spectrum),IN,"Mainstream Fiber Networks, LLC",17206,552840,3.112
Charter (Spectrum),IN,Lumos (T-Mobile JV),11266,552840,2.038
Charter (Spectrum),IN,Cable One (Sparklight),8262,552840,1.494
Charter (Spectrum),IN,TDS Telecom,8114,552840,1.468
Charter (Spectrum),IN,"Smithville Holding Company, Inc.",6485,552840,1.173
Charter (Spectrum),IN,Brightspeed,6427,552840,1.163
Charter (Spectrum),IN,Hancock Rural Telephone Corporation,6267,552840,1.134
Charter (Spectrum),IN,"Clay County Rural Telephone Cooperative, Inc.",5489,552840,0.993
Charter (Spectrum),IN,Surf Internet,5484,552840,0.992
Charter (Spectrum),IN,Jackson County Rural Electric Membership Corporation,4056,552840,0.734
Charter (Spectrum),IN,"Perry-Spencer Rural Telephone Cooperative, Inc.",3528,552840,0.638
Charter (Spectrum),IN,City of Scottsburg,2838,552840,0.513
Charter (Spectrum),IN,Tipmont Rural Electric Membership Corporation,2071,552840,0.375
Charter (Spectrum),IN,Orange County REMC,1715,552840,0.31
Charter (Spectrum),IN,Washington County Rural Telephone Cooperative,1285,552840,0.232
Charter (Spectrum),IN,"Great Plains Communications, Inc.",1161,552840,0.21
Charter (Spectrum),IN,Benton Ridge Telephone Company,966,552840,0.175
Charter (Spectrum),IN,altafiber (Cincinnati Bell),686,552840,0.124
Charter (Spectrum),IN,"Sweetser Rural Telephone Company, Inc.",666,552840,0.12
Charter (Spectrum),IN,"New Lisbon Telephone Company, Inc.",647,552840,0.117
Charter (Spectrum),IN,Southeastern Indiana Rural Telephone Cooperative,568,552840,0.103
Charter (Spectrum),IN,"On-Ramp Indiana, Inc.",366,552840,0.066
Charter (Spectrum),IN,"Mercury Broadband, LLC",208,552840,0.038
Charter (Spectrum),IN,Haywire,75,552840,0.014
Charter (Spectrum),IN,Southeastern Indiana Rural Electric Membership Corporation,62,552840,0.011
Charter (Spectrum),IN,Bloomingdale Home Telephone Company,48,552840,0.009
Charter (Spectrum),IN,BerryComm LLC,24,552840,0.004
Charter (Spectrum),IN,Citizens Telephone Corporation,8,552840,0.001
Charter (Spectrum),KS,Google Fiber,166252,210054,79.147
Charter (Spectrum),KS,"Everfast Fiber Networks, LLC",131876,210054,62.782
Charter (Spectrum),KS,AT&T,91411,210054,43.518
Charter (Spectrum),KS,"Delta Communications, LLC",10785,210054,5.134
Charter (Spectrum),KS,JMZ Corporation,3787,210054,1.803
Charter (Spectrum),KS,Comcast (Xfinity),1416,210054,0.674
Charter (Spectrum),KS,Midco,1004,210054,0.478
Charter (Spectrum),KS,Brightspeed,732,210054,0.348
Charter (Spectrum),KS,Optimum (Altice USA),67,210054,0.032
Charter (Spectrum),KS,PCs for People,12,210054,0.006
Charter (Spectrum),KS,"Townes Telecommunications, Inc.",6,210054,0.003
Charter (Spectrum),KY,AT&T,352961,1034942,34.104
Charter (Spectrum),KY,Metronet (T-Mobile JV),128415,1034942,12.408
Charter (Spectrum),KY,altafiber (Cincinnati Bell),123061,1034942,11.891
Charter (Spectrum),KY,Windstream/Uniti (Kinetic),122233,1034942,11.811
Charter (Spectrum),KY,"Conexon Connect, LLC",18737,1034942,1.81
Charter (Spectrum),KY,Lumos (T-Mobile JV),18150,1034942,1.754
Charter (Spectrum),KY,Brandenburg Communications Corp.,13753,1034942,1.329
Charter (Spectrum),KY,"North Central Telephone Cooperative, Inc.",12260,1034942,1.185
Charter (Spectrum),KY,Owensboro Municipal Utilities,12232,1034942,1.182
Charter (Spectrum),KY,"Electric Plant Board of the City of Hopkinsville, Kentucky",8964,1034942,0.866
Charter (Spectrum),KY,Henderson Municipal Power & Light,8471,1034942,0.818
Charter (Spectrum),KY,"Stupp Fiber, LLC",6055,1034942,0.585
Charter (Spectrum),KY,Murray Electric System,5649,1034942,0.546
Charter (Spectrum),KY,"Highland Telephone Cooperative, Inc. (KY & TN)",4589,1034942,0.443
Charter (Spectrum),KY,LitFiber,1571,1034942,0.152
Charter (Spectrum),KY,Eastern Cable Corporation,1008,1034942,0.097
Charter (Spectrum),KY,"Thacker-Grigsby Telephone Company, Inc.",1001,1034942,0.097
Charter (Spectrum),KY,Duo County Telephone Cooperative Inc.,994,1034942,0.096
Charter (Spectrum),KY,"Peoples Rural Telephone Cooperative Corporation, Inc.",982,1034942,0.095
Charter (Spectrum),KY,Mediacom,978,1034942,0.094
Charter (Spectrum),KY,South Central Rural Telecommunications Cooperative Inc.,853,1034942,0.082
Charter (Spectrum),KY,"Standard Tobacco Company, Inc.",803,1034942,0.078
Charter (Spectrum),KY,Barbourville Utility Commission,751,1034942,0.073
Charter (Spectrum),KY,Comcast (Xfinity),750,1034942,0.072
Charter (Spectrum),KY,Crystal Broadband Networks,716,1034942,0.069
Charter (Spectrum),KY,"Mountain Rural Telephone Cooperative Corporation, Inc.",695,1034942,0.067
Charter (Spectrum),KY,Franklin Electric Plant Board,536,1034942,0.052
Charter (Spectrum),KY,"City of Bardstown, KY",433,1034942,0.042
Charter (Spectrum),KY,Electric and Water Plant Board of the City of Frankfort,315,1034942,0.03
Charter (Spectrum),KY,"Zito West Holding, LLC",305,1034942,0.029
